time,speed
0.0,89.94
3.0,140.75666666666666
9.0,168.94333333333333
12.0,214.29666666666662
14.0,258.0066666666666
17.0,208.09999999999997
19.0,289.0233333333333
24.0,210.56666666666666
25.0,249.20999999999998
29.0,194.03666666666666
31.0,285.76666666666665
33.0,294.31
35.0,364.92999999999995
37.0,334.8666666666667
38.0,398.7633333333333
40.0,385.99666666666667
41.0,460.7133333333333
42.0,460.3766666666666
43.0,457.35999999999996
44.0,457.35999999999996
45.0,457.35999999999996
46.0,381.1333333333333
47.0,304.90666666666664
49.0,304.90666666666664
49.0,381.1333333333333
50.0,457.35999999999996
51.0,457.35999999999996
52.0,457.35999999999996
53.0,469.1033333333333
54.0,417.52
55.0,420.53666666666663
57.0,313.9333333333334
58.0,366.86333333333334
61.0,363.84666666666664
62.0,388.35
63.0,388.34999999999997
65.0,262.84666666666664
66.0,336.21999999999997
74.0,337.89
75.0,336.40999999999997
76.0,338.71999999999997
81.0,263.59999999999997
82.0,393.59999999999997
84.0,388.2733333333333
85.0,509.6633333333333
86.0,506.64666666666665
87.0,506.64666666666665
88.0,462.6866666666666
89.0,488.02
90.0,407.4333333333333
91.0,407.4333333333333
94.0,385.1166666666667
95.0,465.7033333333333
96.0,460.3766666666666
97.0,457.35999999999996
97.0,338.5533333333333
98.0,262.4966666666666
103.0,173.06
105.0,219.76333333333332
108.0,220.26666666666665
110.0,222.32666666666665
112.0,294.42999999999995
115.0,293.75666666666666
116.0,336.47999999999996
118.0,336.47999999999996
120.0,412.70666666666665
121.0,381.8066666666666
122.0,301.21999999999997
124.0,306.5466666666666
127.0,305.87333333333333
128.0,285.2733333333333
130.0,168.54333333333332
133.0,144.14
137.0,145.46666666666667
140.0,123.61333333333332
143.0,122.71999999999998
152.0,97.49333333333333
155.0,129.22666666666663
161.0,91.31333333333332
164.0,91.59333333333332
169.0,71.15333333333332
174.0,108.57
179.0,121.97333333333333
183.0,109.13333333333333
187.0,78.01333333333332
195.0,88.22999999999999
201.0,146.80666666666667
204.0,165.94333333333333
206.0,135.89999999999998
210.0,102.79333333333334
216.0,106.40333333333334
221.0,152.42666666666668
225.0,200.92
228.0,311.3133333333333
230.0,320.2933333333333
231.0,381.1333333333333
233.0,381.1333333333333
234.0,457.35999999999996
235.0,399.4333333333333
236.0,309.9966666666666
238.0,206.35333333333332
241.0,133.79666666666668
245.0,149.67
252.0,177.08666666666664
254.0,307.56999999999994
256.0,282.24666666666667
257.0,284.90999999999997
260.0,152.98
262.0,117.82
270.0,115.32666666666665
275.0,133.67
277.0,163.80666666666664
281.0,163.63666666666666
285.0,128.67999999999998
287.0,110.69333333333333
300.0,43.55666666666667
305.0,90.00999999999999
310.0,74.17666666666666
313.0,116.01666666666665
322.0,218.10666666666663
325.0,228.06666666666666
326.0,256.02666666666664
333.0,256.02666666666664
335.0,383.7966666666666
336.0,457.35999999999996
337.0,457.35999999999996
338.0,457.35999999999996
339.0,488.12999999999994
340.0,443.4766666666666
341.0,371.37333333333333
343.0,365.9366666666666
345.0,352.6633333333333
346.0,433.0133333333333
348.0,410.6966666666666
349.0,400.28666666666663
350.0,400.28666666666663
352.0,405.51666666666665
353.0,407.78999999999996
354.0,402.55999999999995
356.0,318.76
357.0,299.6166666666667
359.0,211.39333333333332
362.0,288.2933333333333
362.0,373.5
363.0,464.0333333333333
364.0,392.3299999999999
365.0,392.3299999999999
367.0,387.34
368.0,458.0333333333333
369.0,383.31666666666666
369.0,391.22666666666663
371.0,346.2366666666667
372.0,436.7366666666667
374.0,436.7366666666666
375.0,481.38999999999993
376.0,363.1733333333333
377.0,228.76999999999998
380.0,162.70666666666665
386.0,204.29999999999998
388.0,285.8033333333333
390.0,266.65999999999997
392.0,225.86333333333332
395.0,141.7
398.0,160.8433333333333
405.0,262.48
407.0,391.2966666666666
408.0,381.1333333333333
409.0,245.95333333333332
411.0,144.76666666666665
417.0,176.33999999999997
420.0,266.8666666666667
422.0,287.46666666666664
424.0,179.66666666666663
427.0,85.55
431.0,97.8
435.0,250.58999999999997
437.0,392.37666666666667
438.0,463.73
439.0,463.3933333333333
440.0,460.3766666666666
441.0,356.72999999999996
442.0,298.8033333333333
445.0,235.24333333333334
447.0,232.23
449.0,165.35
453.0,127.38666666666666
458.0,127.38666666666666
461.0,151.00666666666666
465.0,180.42666666666668
468.0,208.01333333333332
470.0,312.2166666666667
472.0,289.46000000000004
473.0,293.4133333333333
476.0,293.4133333333333
478.0,388.2733333333333
479.0,460.3766666666666
480.0,374.41999999999996
481.0,374.41999999999996
484.0,260.8333333333333
485.0,246.0533333333333
489.0,119.89666666666666
492.0,161.38
498.0,259.09999999999997
500.0,309.03
501.0,386.4599999999999
503.0,341.8066666666666
504.0,344.4699999999999
506.0,354.9266666666666
508.0,402.59666666666664
509.0,401.4433333333333
510.0,385.65999999999997
512.0,307.09
513.0,383.1533333333333
515.0,383.1533333333333
516.0,382.65
517.0,384.31999999999994
519.0,303.73333333333335
520.0,385.1166666666666
523.0,387.4266666666666
524.0,370.2933333333333
525.0,370.2933333333333
528.0,367.9833333333333
529.0,395.3466666666667
530.0,323.95666666666665
532.0,341.26666666666665
534.0,414.64
535.0,483.72
536.0,466.40999999999997
537.0,463.3933333333333
537.0,460.3766666666666
538.0,457.35999999999996
539.0,457.35999999999996
540.0,457.35999999999996
541.0,458.7066666666666
541.0,470.45
542.0,389.86333333333334
543.0,318.15999999999997
546.0,238.07999999999998
548.0,197.44666666666666
550.0,138.34666666666666
553.0,206.6833333333333
558.0,327.9033333333333
559.0,381.3033333333333
560.0,307.73999999999995
562.0,213.5733333333333
564.0,214.9133333333333
567.0,180.47
569.0,274.63666666666666
573.0,349.3533333333333
574.0,457.35999999999996
575.0,457.35999999999996
575.0,457.35999999999996
576.0,457.35999999999996
577.0,457.35999999999996
578.0,457.35999999999996
579.0,457.35999999999996
580.0,457.35999999999996
581.0,458.7066666666666
582.0,461.72333333333336
583.0,462.05999999999995
584.0,462.05999999999995
585.0,373.83666666666664
586.0,301.39666666666665
589.0,300.38666666666666
591.0,309.3666666666667
592.0,381.46999999999997
594.0,266.7933333333333
595.0,190.56666666666666
