xval,yval,times
0.0,0.0,07:55:17
0.0,-237.16,09:02:34
0.0,-452.76,09:07:03
-107.8,-560.56,09:17:31
-107.8,-517.44,10:08:54
0.0,-625.24,10:31:02
129.36,-711.48,10:35:07
237.16,-819.28,10:37:53
323.4,-819.28,10:48:34
323.4,-905.52,11:28:22
237.16,-1034.88,11:55:41
107.8,-1121.12,13:43:41
258.72,-1185.8,14:46:22
344.96,-1315.16,15:26:06
