Locomotion,Speed (um/s)
crawl,5.20725
crawl,5.20725
crawl,5.4545
crawl,6.70675
crawl,6.70675
crawl,6.67475
crawl,5.703
crawl,5.703
crawl,5.76975
crawl,5.76975
crawl,5.76975
crawl,5.76975
crawl,5.902
crawl,5.902
crawl,5.83225
crawl,5.83225
crawl,5.8605
crawl,5.8605
crawl,5.8605
crawl,6.17525
crawl,6.17525
crawl,6.17525
crawl,6.23675
crawl,6.30925
crawl,6.06225
crawl,6.06225
crawl,6.06225
crawl,4.74575
crawl,4.659
crawl,4.659
crawl,4.659
crawl,4.87875
crawl,4.87875
crawl,4.87875
crawl,4.87875
crawl,4.87875
crawl,5.1705
crawl,4.8595
crawl,2.96875
crawl,2.96875
crawl,2.96875
crawl,2.96875
crawl,2.7215
crawl,1.46925
crawl,1.46925
crawl,1.46925
crawl,1.41975
crawl,1.41975
crawl,1.589
crawl,1.589
crawl,1.589
crawl,1.589
crawl,1.39275
crawl,1.39275
crawl,1.39275
crawl,1.39275
crawl,1.19625
crawl,1.19625
crawl,1.19625
crawl,0.8815
crawl,0.925
crawl,0.925
crawl,0.8635
crawl,0.791
crawl,0.902
crawl,0.902
crawl,0.902
crawl,0.902
crawl,0.902
crawl,0.902
crawl,0.902
crawl,0.7795
crawl,0.7795
crawl,0.7795
crawl,0.92325
crawl,2.158
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.86625
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.63025
crawl,1.58675
crawl,1.58675
crawl,1.58675
crawl,1.58675
crawl,1.47575
crawl,1.47575
crawl,1.47575
crawl,1.47575
crawl,1.47575
crawl,1.47575
crawl,1.47575
crawl,1.3785
crawl,1.3785
crawl,1.3785
crawl,1.23475
crawl,0.15925
crawl,0.15925
crawl,0.15925
crawl,2.23575
crawl,2.23575
crawl,2.91075
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.31375
crawl,4.3925
crawl,4.3925
crawl,4.3925
crawl,4.45175
crawl,4.45175
crawl,4.45175
crawl,4.45175
crawl,4.45175
crawl,4.45175
crawl,4.59325
crawl,4.59325
crawl,4.59325
crawl,4.53625
crawl,4.53625
crawl,4.589
crawl,4.589
crawl,4.589
crawl,2.5125
crawl,2.55575
crawl,1.88075
crawl,0.5285
crawl,0.5285
crawl,0.5285
crawl,0.5285
crawl,0.5285
crawl,0.5285
crawl,0.6805
crawl,0.6805
crawl,0.6805
crawl,0.6805
crawl,0.6805
crawl,0.6805
crawl,0.6805
crawl,0.6805
crawl,0.6805
crawl,0.76575
crawl,0.76575
crawl,0.76575
crawl,0.76575
crawl,0.76575
crawl,0.78775
crawl,0.78775
crawl,0.78775
crawl,0.87025
crawl,0.87025
crawl,0.87025
crawl,0.87025
crawl,0.87025
crawl,0.93725
crawl,0.79575
crawl,0.79575
crawl,0.79575
crawl,0.79575
crawl,0.79575
crawl,0.874
crawl,0.874
crawl,0.874
crawl,0.874
crawl,0.83075
crawl,0.83075
crawl,0.78
crawl,0.78
crawl,0.78
crawl,0.78
crawl,0.85475
crawl,0.85475
crawl,0.70275
crawl,0.86925
crawl,0.86925
crawl,0.86925
crawl,0.86925
crawl,1.05725
crawl,1.05725
crawl,1.05725
crawl,1.05725
crawl,0.972
crawl,0.972
crawl,0.972
crawl,0.972
crawl,0.972
crawl,0.87125
crawl,0.87125
crawl,0.87125
crawl,0.7295
crawl,0.7295
crawl,0.7295
crawl,0.7295
crawl,0.80625
crawl,0.73925
crawl,0.73925
crawl,0.73925
crawl,0.73925
crawl,0.73925
crawl,0.73925
crawl,0.506
crawl,1.69525
crawl,2.712
crawl,2.712
crawl,6.86475
crawl,6.86475
crawl,6.86475
crawl,6.86475
crawl,6.86475
crawl,6.86475
crawl,6.79
crawl,6.79
crawl,6.79
crawl,6.6235
crawl,6.6235
crawl,6.6235
crawl,6.6235
crawl,6.4355
crawl,6.4355
crawl,6.4355
crawl,6.514
crawl,6.514
crawl,6.514
crawl,6.514
crawl,6.514
crawl,6.693
crawl,6.693
crawl,6.693
crawl,6.693
crawl,6.693
crawl,6.693
crawl,6.693
crawl,6.693
crawl,6.61625
crawl,6.61625
crawl,6.61625
crawl,6.61625
crawl,6.61625
crawl,6.61625
crawl,6.61625
crawl,6.61625
crawl,5.427
crawl,4.41025
crawl,4.41025
crawl,0.2575
crawl,0.2575
crawl,0.2575
crawl,0.2575
crawl,0.2575
crawl,0.4215
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.699
crawl,0.6205
crawl,0.6205
crawl,0.6205
crawl,0.6205
crawl,0.6205
crawl,0.4415
crawl,0.4415
crawl,0.4415
crawl,0.4415
crawl,0.4415
crawl,0.4415
crawl,0.4415
crawl,0.4415
