xval,yval,time
0.0,0.0,0
474.32,0.0,1
905.52,0.0,2
689.92,215.6,4
474.32,431.2,4
258.72,646.8,4
43.12,862.4,4
-301.84,948.64,4
-733.04,948.64,5
-1164.24,948.64,6
-1336.72,776.16,11
-1638.56,646.8,12
-1854.16,431.2,19
-2285.36,431.2,23
-2716.56,431.2,26
-3147.76,431.2,28
-3147.76,689.92,35
-3234.0,344.96,36
-3622.08,301.84,44
-3665.2,-86.24,49
-3967.04,43.12,52
-3967.04,474.32,67
-4312.0,474.32,79
-4570.72,301.84,82
-4743.2,43.12,87
-5174.4,43.12,88
-5476.24,172.48,103
-5605.6,474.32,104
-5605.6,646.8,118
-5734.96,344.96,129
-6079.92,258.72,130
-6511.12,258.72,130
-6942.32,258.72,132
-7373.52,258.72,133
-7632.24,431.2,136
-7761.6,129.36,146
-8192.8,129.36,149
-8149.68,517.44,151
-7890.96,689.92,152
-7459.76,689.92,152
-7071.68,646.8,157
-6942.32,776.16,161
-7071.68,474.32,164
-7502.88,474.32,164
-7675.36,215.6,168
-8106.56,215.6,168
-8451.52,301.84,171
-8451.52,43.12,177
-8451.52,-388.08,182
-8494.64,-776.16,193
-8667.12,-603.68,195
-8882.72,-819.28,196
-9227.68,-905.52,199
-9313.92,-1250.48,200
-9572.64,-1250.48,201
-9917.6,-1336.72,205
-10262.56,-1422.96,209
-10564.4,-1552.32,209
-10780.0,-1336.72,210
-10780.0,-1681.68,213
-11038.72,-1854.16,215
-11038.72,-1940.4,220
-11038.72,-2371.6,221
-11038.72,-2802.8,223
-11383.68,-2889.04,228
-11556.16,-2630.32,231
-11771.76,-2587.2,233
-12159.84,-2630.32,234
-12332.32,-2371.6,235
-11987.36,-2285.36,237
-11556.16,-2285.36,237
-11469.92,-1940.4,239
-11124.96,-2026.64,240
-11038.72,-2371.6,243
-11340.56,-2500.96,243
-11599.28,-2673.44,243
-12030.48,-2673.44,244
-12202.96,-2414.72,245
-11858.0,-2414.72,246
-11771.76,-2673.44,252
-11642.4,-2457.84,255
-11642.4,-2371.6,256
-11340.56,-2414.72,258
-11340.56,-2500.96,260
-11340.56,-2587.2,262
-11728.64,-2630.32,263
-11987.36,-2802.8,263
-11858.0,-3104.64,266
-11426.8,-3104.64,266
-11211.2,-2889.04,267
-10866.24,-2802.8,267
-10564.4,-2673.44,267
-10262.56,-2802.8,269
-10090.08,-2716.56,271
-9874.48,-2932.16,274
-9831.36,-2544.08,274
-9529.52,-2673.44,277
-9098.32,-2673.44,278
-8882.72,-2457.84,281
-9141.44,-2285.36,282
-9357.04,-2069.76,288
-9788.24,-2069.76,289
-9960.72,-2328.48,291
-10133.2,-2587.2,292
-10521.28,-2630.32,292
-10952.48,-2630.32,294
-11383.68,-2630.32,295
-11814.88,-2630.32,297
-12116.72,-2759.68,298
-12418.56,-2889.04,299
-12849.76,-2889.04,301
-13151.6,-3018.4,301
-13453.44,-3147.76,303
-13798.4,-3234.0,305
-13798.4,-2889.04,307
-13798.4,-3320.24,308
-14143.36,-3406.48,309
-14229.6,-3061.52,310
-13798.4,-3061.52,312
-13367.2,-3061.52,312
-13108.48,-2889.04,313
-13237.84,-3190.88,315
-13582.8,-3277.12,316
-13712.16,-3578.96,321
-13927.76,-3794.56,322
-14315.84,-3837.68,322
-14315.84,-4268.88,326
-14315.84,-4700.08,327
-14315.84,-5131.28,328
-14315.84,-5562.48,329
-13884.64,-5562.48,330
-13453.44,-5562.48,330
-13237.84,-5778.08,331
-12892.88,-5864.32,331
-12461.68,-5864.32,332
-12116.72,-5950.56,332
-11814.88,-6079.92,333
-11814.88,-6511.12,335
-11814.88,-6942.32,336
-11944.24,-7244.16,340
-12375.44,-7244.16,340
-12806.64,-7244.16,343
-13151.6,-7157.92,346
-13410.32,-6985.44,348
-13841.52,-6985.44,349
-14143.36,-7114.8,350
-14574.56,-7114.8,351
-14660.8,-7114.8,353
-15048.88,-7071.68,354
-15048.88,-7071.68,359
-15092.0,-7459.76,360
-15221.36,-7761.6,364
-15523.2,-7890.96,365
-15523.2,-8322.16,368
-15523.2,-8149.68,369
-15695.68,-8149.68,372
-15954.4,-8322.16,372
-15954.4,-8753.36,376
-15954.4,-9184.56,380
-16126.88,-9443.28,381
-16428.72,-9572.64,384
-16859.92,-9572.64,384
-17291.12,-9572.64,385
-17549.84,-9400.16,386
-17722.32,-9141.44,387
-18153.52,-9141.44,387
-18412.24,-8968.96,388
-18757.2,-8882.72,389
-19188.4,-8882.72,389
-19490.24,-9012.08,390
-19748.96,-9184.56,392
-20007.68,-9357.04,392
-20050.8,-9745.12,393
-20482.0,-9745.12,397
-20697.6,-9529.52,398
-20956.32,-9357.04,402
-21171.92,-9572.64,402
-21560.0,-9615.76,403
-21948.08,-9572.64,403
-22077.44,-9270.8,404
