xval,yval,time
-1369.06,194.04,16:20:49
-1476.86,194.04,16:20:50
-1444.52,204.82,16:21:20
-1390.62,258.72,16:21:20
-1325.94,301.84,16:21:21
-1228.92,312.62,16:21:22
-1164.24,355.74,16:21:23
-1110.34,409.64,16:22:04
-1002.54,409.64,16:22:04
-937.86,452.76,16:22:05
-905.52,528.22,16:22:06
-851.62,582.12,16:22:06
-797.72,636.02,16:22:07
-797.72,743.82,16:22:07
-797.72,851.62,16:22:08
-797.72,959.42,16:22:09
-851.62,1013.32,16:22:10
-959.42,1013.32,16:22:10
-1067.22,1013.32,16:22:10
-1175.02,1013.32,16:22:11
-1282.82,1013.32,16:22:11
-1390.62,1013.32,16:22:11
-1498.42,1013.32,16:22:11
-1563.1,970.2,16:22:12
-1606.22,905.52,16:22:12
-1627.78,819.28,16:22:13
-1681.68,765.38,16:22:13
-1735.58,711.48,16:22:13
-1789.48,657.58,16:22:13
-1843.38,603.68,16:22:13
-1897.28,549.78,16:22:14
-1951.18,495.88,16:22:14
-2005.08,441.98,16:22:14
-2058.98,388.08,16:22:14
-2112.88,334.18,16:22:14
-2166.78,280.28,16:22:14
-2220.68,226.38,16:22:15
-2274.58,172.48,16:22:15
-2328.48,118.58,16:22:15
-2382.38,64.68,16:22:15
-2436.28,10.78,16:22:15
-2533.3,0.0,16:22:16
-2576.42,-64.68,16:22:16
-2641.1,-107.8,16:22:20
-2695.0,-53.9,16:22:21
-2705.78,43.12,16:22:21
-2705.78,150.92,16:22:23
-2619.54,172.48,16:22:23
-2554.86,215.6,16:22:23
-2490.18,258.72,16:22:24
-2425.5,301.84,16:22:24
-2360.82,344.96,16:22:24
-2296.14,388.08,16:22:25
-2209.9,409.64,16:22:25
-2166.78,474.32,16:22:26
-2091.32,506.66,16:22:27
-1983.52,506.66,16:22:29
-1929.62,452.76,16:22:32
-1940.4,355.74,16:22:35
-2026.64,334.18,16:22:35
-2102.1,301.84,16:22:36
-2156.0,247.94,16:22:39
-2231.46,215.6,16:22:41
-2339.26,215.6,16:22:45
-2403.94,194.04,16:24:21
-2296.14,194.04,16:24:35
-2231.46,194.04,16:25:00
-2317.7,194.04,16:25:23
-2231.46,194.04,16:25:57
-2317.7,194.04,16:26:18
-2209.9,194.04,16:26:19
-2253.02,194.04,16:26:37
-2166.78,194.04,16:27:18
-2123.66,194.04,16:27:30
-2231.46,194.04,16:27:31
-2209.9,194.04,16:27:42
-2102.1,194.04,16:27:47
-2102.1,194.04,16:27:56
-2209.9,194.04,16:28:07
-2317.7,194.04,16:28:10
-2274.58,194.04,16:28:21
-2166.78,194.04,16:28:21
-2058.98,194.04,16:28:25
-2102.1,194.04,16:28:33
-2209.9,194.04,16:28:36
-2231.46,172.48,16:28:43
-2134.44,161.7,16:28:44
-2026.64,161.7,16:28:45
-1972.74,215.6,16:28:48
-1908.06,194.04,16:28:55
-2015.86,194.04,16:29:02
-2102.1,172.48,16:29:09
-2037.42,172.48,16:29:22
-1961.96,204.82,16:29:24
-1886.5,237.16,16:29:25
-1940.4,183.26,16:29:46
-2048.2,183.26,16:29:47
-2156.0,183.26,16:30:44
-2069.76,183.26,16:31:14
-2134.44,183.26,16:32:08
-2048.2,183.26,16:32:28
-2091.32,183.26,16:32:43
-2048.2,183.26,16:33:39
-2005.08,183.26,16:33:53
-2112.88,183.26,16:33:53
-2188.34,215.6,16:33:55
-2156.0,247.94,16:34:07
-2048.2,247.94,16:34:10
-1983.52,247.94,16:35:10
-2091.32,247.94,16:35:10
-2048.2,247.94,16:35:19
-2005.08,247.94,16:35:28
-2112.88,247.94,16:35:56
-2005.08,247.94,16:36:24
-1897.28,247.94,16:36:24
-1789.48,247.94,16:36:26
-1854.16,247.94,16:36:33
-1940.4,247.94,16:37:33
-1832.6,247.94,16:37:34
-1724.8,247.94,16:38:14
-1789.48,247.94,16:38:25
-1897.28,247.94,16:39:10
-1832.6,247.94,16:39:19
-1724.8,247.94,16:39:19
-1638.56,247.94,16:39:42
-1746.36,247.94,16:39:42
-1811.04,247.94,16:40:47
-1703.24,247.94,16:40:47
-1617.0,247.94,16:40:56
-1724.8,247.94,16:40:57
-1767.92,247.94,16:41:29
-1660.12,247.94,16:41:30
