xval,yval,time
0.0,0.0,0
0.0,59.29,8
0.0,113.19,8
0.0,167.09,9
53.9,167.09,12
107.8,167.09,12
161.7,167.09,12
215.6,167.09,17
269.5,167.09,19
291.06,167.09,21
237.16,167.09,22
183.26,167.09,22
129.36,167.09,22
75.46,167.09,23
21.56,167.09,23
-32.34,167.09,23
-86.24,167.09,23
-140.14,167.09,24
-194.04,167.09,24
-247.94,167.09,24
-301.84,167.09,24
-355.74,167.09,25
-409.64,167.09,25
-463.54,167.09,25
-517.44,167.09,26
-571.34,167.09,27
-625.24,167.09,28
-679.14,167.09,29
-733.04,167.09,29
-786.94,167.09,30
-813.89,194.04,30
-846.23,215.6,31
-873.18,242.55,32
-900.13,269.5,32
-948.64,274.89,33
-980.98,296.45,33
-1029.49,301.84,34
-1061.83,323.4,35
-1110.34,328.79,35
-1148.07,344.96,36
-1201.97,344.96,36
-1250.48,350.35,37
-1266.65,334.18,40
-1223.53,323.4,40
-1185.8,307.23,40
-1158.85,280.28,40
-1131.9,253.33,41
-1104.95,226.38,41
-1078.0,199.43,41
-1051.05,172.48,41
-1024.1,145.53,41
-997.15,118.58,41
-970.2,91.63,41
-943.25,64.68,41
-916.3,37.73,42
-889.35,10.78,42
-862.4,-16.17,42
-835.45,-43.12,42
-808.5,-70.07,42
-781.55,-97.02,42
-754.6,-123.97,42
-706.09,-129.36,43
-706.09,-183.26,43
-706.09,-237.16,44
-706.09,-291.06,45
-706.09,-344.96,45
-706.09,-398.86,46
-706.09,-452.76,47
-700.7,-501.27,48
-673.75,-528.22,48
-662.97,-571.34,49
-652.19,-614.46,49
-625.24,-641.41,50
-603.68,-673.75,50
-592.9,-716.87,50
-565.95,-743.82,50
-555.17,-786.94,51
-517.44,-803.11,51
-495.88,-835.45,51
-458.15,-851.62,51
-431.2,-878.57,52
-404.25,-905.52,52
-377.3,-932.47,52
-350.35,-959.42,52
-323.4,-986.37,52
-296.45,-1013.32,52
-258.72,-1029.49,52
-215.6,-1040.27,53
-188.65,-1067.22,53
-161.7,-1094.17,53
-134.75,-1121.12,53
-91.63,-1131.9,53
-48.51,-1142.68,53
-16.17,-1164.24,54
37.73,-1164.24,54
64.68,-1148.07,58
37.73,-1121.12,59
10.78,-1094.17,59
-16.17,-1067.22,59
-48.51,-1045.66,59
-102.41,-1045.66,59
-156.31,-1045.66,59
-199.43,-1034.88,60
-226.38,-1007.93,60
-280.28,-1007.93,60
-307.23,-980.98,60
-355.74,-975.59,60
-388.08,-954.03,61
-425.81,-937.86,61
-452.76,-910.91,61
-463.54,-867.79,61
-463.54,-813.89,62
-485.1,-781.55,62
-517.44,-759.99,63
-544.39,-733.04,63
-555.17,-689.92,63
-582.12,-662.97,63
-603.68,-630.63,63
-614.46,-587.51,63
-652.19,-571.34,64
-657.58,-522.83,64
-673.75,-485.1,64
-700.7,-458.15,65
-733.04,-436.59,66
-786.94,-436.59,66
-819.28,-415.03,66
-835.45,-377.3,66
-857.01,-344.96,67
-894.74,-328.79,67
-910.91,-291.06,67
-959.42,-285.67,68
-986.37,-258.72,68
-1013.32,-231.77,69
-1045.66,-210.21,69
-1067.22,-177.87,69
-1083.39,-140.14,69
-1115.73,-118.58,70
-1142.68,-91.63,70
-1164.24,-59.29,70
-1191.19,-32.34,70
-1245.09,-32.34,75
-1272.04,-59.29,76
-1277.43,-107.8,93
-1277.43,-161.7,93
-1277.43,-215.6,94
-1277.43,-269.5,95
-1277.43,-323.4,96
-1277.43,-377.3,97
-1277.43,-431.2,98
-1277.43,-485.1,99
-1277.43,-495.88,102
-1304.38,-468.93,102
-1315.16,-425.81,102
-1315.16,-371.91,102
-1315.16,-318.01,103
-1315.16,-264.11,103
-1293.6,-231.77,103
-1266.65,-204.82,103
-1239.7,-177.87,103
-1212.75,-150.92,103
-1185.8,-123.97,103
-1158.85,-97.02,104
-1131.9,-70.07,104
-1104.95,-43.12,104
-1078.0,-16.17,104
-1051.05,10.78,104
-1024.1,37.73,104
-997.15,64.68,104
-970.2,91.63,105
-943.25,118.58,105
-916.3,145.53,105
-889.35,172.48,105
-862.4,199.43,105
-835.45,226.38,105
-786.94,231.77,105
-759.99,258.72,106
-733.04,285.67,106
-684.53,291.06,106
-657.58,318.01,106
-630.63,344.96,106
-603.68,371.91,106
-565.95,388.08,106
-539.0,415.03,107
-506.66,436.59,108
-485.1,404.25,109
-452.76,382.69,109
-425.81,355.74,109
-425.81,301.84,109
-425.81,247.94,110
-425.81,194.04,110
-425.81,140.14,110
-425.81,86.24,111
-425.81,32.34,112
-425.81,-21.56,113
-425.81,-75.46,114
-452.76,-102.41,114
-485.1,-123.97,114
-512.05,-150.92,114
-539.0,-177.87,114
-565.95,-204.82,115
-592.9,-231.77,115
-619.85,-258.72,115
-646.8,-285.67,115
-673.75,-312.62,115
-700.7,-339.57,115
-727.65,-366.52,115
-754.6,-393.47,115
-781.55,-420.42,116
-808.5,-447.37,116
-835.45,-474.32,116
-862.4,-501.27,116
-889.35,-528.22,116
-916.3,-555.17,116
-943.25,-582.12,116
-970.2,-609.07,116
-997.15,-636.02,117
-1024.1,-662.97,117
-1045.66,-695.31,117
-1045.66,-749.21,117
-1045.66,-803.11,117
-1045.66,-857.01,118
-1045.66,-910.91,118
-1056.44,-954.03,118
-1083.39,-980.98,118
-1110.34,-1007.93,118
-1137.29,-1034.88,118
-1158.85,-1067.22,119
-1185.8,-1094.17,119
-1212.75,-1121.12,119
-1228.92,-1158.85,119
-1245.09,-1196.58,119
-1272.04,-1223.53,119
-1298.99,-1250.48,119
-1320.55,-1282.82,120
-1336.72,-1320.55,120
-1374.45,-1336.72,120
-1428.35,-1336.72,121
-1444.52,-1298.99,121
-1466.08,-1266.65,122
-1466.08,-1212.75,122
-1466.08,-1158.85,122
-1466.08,-1104.95,122
-1466.08,-1051.05,122
-1439.13,-1024.1,123
-1412.18,-997.15,123
-1385.23,-970.2,123
-1358.28,-943.25,123
-1331.33,-916.3,123
-1304.38,-889.35,123
-1261.26,-878.57,123
-1212.75,-873.18,124
-1180.41,-851.62,124
-1131.9,-846.23,124
-1078.0,-846.23,124
-1024.1,-846.23,125
-970.2,-846.23,125
-916.3,-846.23,125
-862.4,-846.23,125
-808.5,-846.23,125
-759.99,-840.84,126
-716.87,-830.06,129
-662.97,-830.06,130
-609.07,-830.06,163
-555.17,-830.06,166
-555.17,-776.16,168
-555.17,-722.26,171
-528.22,-695.31,186
-528.22,-641.41,188
-528.22,-619.85,204
-485.1,-630.63,226
-436.59,-636.02,245
-436.59,-689.92,246
-420.42,-727.65,246
-398.86,-759.99,246
-371.91,-786.94,246
-344.96,-813.89,246
-318.01,-840.84,246
-291.06,-867.79,247
-264.11,-894.74,247
-237.16,-921.69,247
-226.38,-964.81,247
-226.38,-1018.71,247
-226.38,-1072.61,247
-226.38,-1126.51,248
-226.38,-1180.41,248
-226.38,-1234.31,249
-226.38,-1288.21,249
-231.77,-1336.72,249
-258.72,-1363.67,249
-285.67,-1390.62,249
-312.62,-1417.57,250
-339.57,-1444.52,250
-366.52,-1471.47,250
-393.47,-1498.42,250
-420.42,-1525.37,250
-447.37,-1552.32,250
-474.32,-1579.27,250
-501.27,-1606.22,251
-528.22,-1633.17,251
-555.17,-1660.12,251
-582.12,-1687.07,251
-609.07,-1714.02,251
-636.02,-1740.97,251
-662.97,-1767.92,251
-679.14,-1805.65,252
-679.14,-1859.55,252
-679.14,-1913.45,252
-679.14,-1967.35,253
-679.14,-2021.25,253
-679.14,-2075.15,253
-679.14,-2129.05,254
-679.14,-2182.95,254
-679.14,-2236.85,254
-679.14,-2204.51,257
-679.14,-2150.61,258
-679.14,-2096.71,258
-646.8,-2075.15,258
-609.07,-2058.98,258
-576.73,-2037.42,258
-544.39,-2015.86,258
-495.88,-2010.47,259
-468.93,-1983.52,259
-420.42,-1978.13,259
-393.47,-1951.18,259
-350.35,-1940.4,259
-301.84,-1935.01,260
-274.89,-1908.06,260
-231.77,-1897.28,260
-188.65,-1886.5,260
-161.7,-1859.55,260
-134.75,-1832.6,260
-86.24,-1827.21,261
-59.29,-1800.26,261
-21.56,-1784.09,261
10.78,-1762.53,261
37.73,-1735.58,261
64.68,-1708.63,261
91.63,-1681.68,262
118.58,-1654.73,262
145.53,-1627.78,262
172.48,-1600.83,262
199.43,-1573.88,262
226.38,-1546.93,262
253.33,-1519.98,262
280.28,-1493.03,262
307.23,-1466.08,263
334.18,-1439.13,263
361.13,-1412.18,263
388.08,-1385.23,263
415.03,-1358.28,263
441.98,-1331.33,263
468.93,-1304.38,263
495.88,-1277.43,264
522.83,-1250.48,264
549.78,-1223.53,264
576.73,-1196.58,264
603.68,-1169.63,264
630.63,-1142.68,264
657.58,-1115.73,265
684.53,-1088.78,265
711.48,-1061.83,265
738.43,-1034.88,265
765.38,-1007.93,265
792.33,-980.98,265
819.28,-954.03,265
846.23,-927.08,266
873.18,-900.13,266
900.13,-873.18,266
927.08,-846.23,266
954.03,-819.28,266
980.98,-792.33,266
1007.93,-765.38,266
1013.32,-716.87,267
1029.49,-679.14,267
1051.05,-646.8,267
1078.0,-619.85,267
1094.17,-582.12,267
1110.34,-544.39,268
1137.29,-517.44,268
1137.29,-463.54,269
1137.29,-409.64,269
1137.29,-355.74,270
1137.29,-301.84,270
1137.29,-247.94,271
1137.29,-194.04,271
1137.29,-140.14,271
1148.07,-97.02,277
1175.02,-70.07,277
1201.97,-43.12,277
1228.92,-16.17,277
1255.87,10.78,277
1282.82,37.73,277
1309.77,64.68,277
1336.72,91.63,278
1363.67,118.58,278
1390.62,145.53,278
1417.57,172.48,278
1444.52,199.43,278
1471.47,226.38,278
1498.42,253.33,278
1525.37,280.28,278
1552.32,307.23,279
1579.27,334.18,279
1606.22,361.13,279
1633.17,388.08,279
1681.68,393.47,279
1735.58,393.47,279
1789.48,393.47,281
1821.82,415.03,295
1848.77,441.98,296
1875.72,468.93,296
1902.67,495.88,296
1929.62,522.83,296
1956.57,549.78,296
1983.52,576.73,296
2010.47,603.68,296
2021.25,646.8,296
2021.25,700.7,297
2021.25,754.6,297
2021.25,808.5,297
2021.25,862.4,297
2021.25,916.3,298
2021.25,970.2,298
2021.25,1024.1,298
2021.25,1078.0,299
2021.25,1131.9,300
2010.47,1175.02,300
1956.57,1175.02,301
1913.45,1185.8,301
1886.5,1212.75,301
1859.55,1239.7,301
1832.6,1266.65,301
1805.65,1293.6,301
1778.7,1320.55,301
1751.75,1347.5,302
1724.8,1374.45,302
1697.85,1401.4,302
1670.9,1428.35,302
1643.95,1455.3,302
1617.0,1482.25,302
1590.05,1509.2,302
1563.1,1536.15,302
1536.15,1563.1,303
1509.2,1590.05,303
1482.25,1617.0,303
1455.3,1643.95,303
1428.35,1670.9,303
1390.62,1687.07,303
