xval,yval,time,platxval,platyval,orgxval,orgyval
0.0,0.0,0.0,0.0,0.0,0.0,0.0
905.0000000000001,-990.975,0.0,0.0,0.0,905.0000000000001,-990.975
519.5239281654358,1100.0,1.222,119.52392816543579,0.0,400.0,1100.0
419.5239281654358,1121.572539806366,1.721,119.52392816543579,1121.572539806366,300.0,0.0
419.5239281654358,1021.572539806366,1.822,119.52392816543579,1121.572539806366,300.0,-100.0
419.5239281654358,821.572539806366,3.121,119.52392816543579,1121.572539806366,300.0,-300.0
519.5239281654358,699.3609189987183,4.422,119.52392816543579,799.3609189987183,400.0,-100.0
519.5239281654358,599.3609189987183,4.92,119.52392816543579,799.3609189987183,400.0,-200.0
519.5239281654358,599.3609189987183,5.02,119.52392816543579,799.3609189987183,400.0,-200.0
219.5239281654358,364.5730233192444,5.719,119.52392816543579,464.5730233192444,100.0,-100.0
219.5239281654358,164.57302331924438,6.318,119.52392816543579,464.5730233192444,100.0,-300.0
-80.47607183456421,64.57302331924438,8.42,119.52392816543579,464.5730233192444,-200.0,-400.0
19.52392816543579,264.5730233192444,8.82,119.52392816543579,464.5730233192444,-100.0,-200.0
119.52392816543579,464.5730233192444,10.92,119.52392816543579,464.5730233192444,0.0,0.0
419.5239281654358,464.5730233192444,11.121,119.52392816543579,464.5730233192444,300.0,-0.0
419.5239281654358,364.5730233192444,11.219,119.52392816543579,464.5730233192444,300.0,-100.0
319.5239281654358,364.5730233192444,13.021,119.52392816543579,464.5730233192444,200.0,-100.0
319.5239281654358,464.5730233192444,13.519,119.52392816543579,464.5730233192444,200.0,-0.0
419.5239281654358,264.5730233192444,17.122,119.52392816543579,464.5730233192444,300.0,-200.0
519.5239281654358,1255.4390692710876,18.619,119.52392816543579,1055.4390692710876,400.0,200.0
619.5239281654358,1664.865562915802,20.322,119.52392816543579,1564.865562915802,500.0,100.0
619.5239281654358,1764.865562915802,21.119,119.52392816543579,1564.865562915802,500.0,200.0
719.5239281654358,1664.865562915802,21.619,119.52392816543579,1564.865562915802,600.0,100.0
821.6739892959595,1764.865562915802,22.719,521.6739892959595,1564.865562915802,300.0,200.0
1021.6739892959595,1564.865562915802,23.522,521.6739892959595,1564.865562915802,500.0,-0.0
1121.6739892959595,1564.865562915802,24.122,521.6739892959595,1564.865562915802,600.0,0.0
