xval,yval,time,platxval,platyval,orgxval,orgyval
0.0,0.0,0.0,0.0,0.0,0.0,0.0
696.85,67.875,0.0,0.0,0.0,696.85,67.875
2365.9098291397095,1897.2584581375122,8.169,1765.9098291397095,1797.2584581375122,600.0,100.0
2649.6423053741455,2197.258458137512,11.57,2349.6423053741455,1797.2584581375122,300.0,400.0
2749.6423053741455,2337.0599246025085,15.473,2349.6423053741455,2337.0599246025085,400.0,0.0
2849.6423053741455,2337.0599246025085,16.47,2349.6423053741455,2337.0599246025085,500.0,0.0
3032.5514245033264,2437.0599246025085,20.875,2932.5514245033264,2337.0599246025085,100.0,100.0
3032.5514245033264,2537.0599246025085,21.87,2932.5514245033264,2337.0599246025085,100.0,200.0
2932.5514245033264,2637.0599246025085,23.974,2932.5514245033264,2337.0599246025085,0.0,300.0
3032.5514245033264,3256.137888431549,25.271,2932.5514245033264,2756.137888431549,100.0,500.0
3032.5514245033264,2856.137888431549,28.47,2932.5514245033264,2756.137888431549,100.0,100.0
3032.5514245033264,2856.137888431549,28.77,2932.5514245033264,2756.137888431549,100.0,100.0
3132.5514245033264,3056.137888431549,30.17,2932.5514245033264,2756.137888431549,200.0,300.0
3132.5514245033264,3056.137888431549,30.474,2932.5514245033264,2756.137888431549,200.0,300.0
3032.5514245033264,3056.137888431549,31.47,2932.5514245033264,2756.137888431549,100.0,300.0
3032.5514245033264,3289.8396396636963,33.875,2932.5514245033264,3389.8396396636963,100.0,-100.0
3032.5514245033264,3389.8396396636963,35.271,2932.5514245033264,3389.8396396636963,100.0,0.0
3032.5514245033264,3489.8396396636963,35.87,2932.5514245033264,3389.8396396636963,100.0,100.0
3032.5514245033264,3589.8396396636963,36.875,2932.5514245033264,3389.8396396636963,100.0,200.0
3032.5514245033264,3589.8396396636963,37.473,2932.5514245033264,3389.8396396636963,100.0,200.0
3032.5514245033264,3864.5142483711243,40.67,2932.5514245033264,3964.5142483711243,100.0,-100.0
3132.5514245033264,4164.514248371124,43.171,2932.5514245033264,3964.5142483711243,200.0,200.0
3232.5514245033264,4364.514248371124,46.072,2932.5514245033264,3964.5142483711243,300.0,400.0
3332.5514245033264,4538.128778934479,47.67,2932.5514245033264,4538.128778934479,400.0,-0.0
3597.719147205353,4638.128778934479,51.274,3497.719147205353,4538.128778934479,100.0,100.0
3697.719147205353,4838.128778934479,57.37,3497.719147205353,4538.128778934479,200.0,300.0
3697.719147205353,4938.128778934479,60.471,3497.719147205353,4538.128778934479,200.0,400.0
3597.719147205353,4838.128778934479,65.972,3497.719147205353,4538.128778934479,100.0,300.0
3597.719147205353,4838.128778934479,66.97,3497.719147205353,4538.128778934479,100.0,300.0
3597.719147205353,4838.128778934479,70.972,3497.719147205353,4538.128778934479,100.0,300.0
3597.719147205353,4838.128778934479,71.371,3497.719147205353,4538.128778934479,100.0,300.0
3597.719147205353,4838.128778934479,72.17,3497.719147205353,4538.128778934479,100.0,300.0
3597.719147205353,4838.128778934479,73.871,3497.719147205353,4538.128778934479,100.0,300.0
3597.719147205353,4838.128778934479,74.269,3497.719147205353,4538.128778934479,100.0,300.0
3597.719147205353,4838.128778934479,74.672,3497.719147205353,4538.128778934479,100.0,300.0
3697.719147205353,4438.128778934479,86.573,3497.719147205353,4538.128778934479,200.0,-100.0
3597.719147205353,4338.128778934479,87.669,3497.719147205353,4538.128778934479,100.0,-200.0
3597.719147205353,4338.128778934479,88.072,3497.719147205353,4538.128778934479,100.0,-200.0
3597.719147205353,4338.128778934479,88.47,3497.719147205353,4538.128778934479,100.0,-200.0
3897.719147205353,4238.128778934479,92.573,3497.719147205353,4538.128778934479,400.0,-300.0
3997.719147205353,4138.128778934479,93.072,3497.719147205353,4538.128778934479,500.0,-400.0
3997.719147205353,4138.128778934479,94.572,3497.719147205353,4538.128778934479,500.0,-400.0
4097.719147205353,3912.7635383605957,97.171,3497.719147205353,4012.7635383605957,600.0,-100.0
4382.639768123627,3812.7635383605957,101.271,3882.6397681236267,4012.7635383605957,500.0,-200.0
4566.328876018524,4112.763538360596,106.071,4266.328876018524,4012.7635383605957,300.0,100.0
5135.862708091736,4412.763538360596,114.271,4735.862708091736,4012.7635383605957,400.0,400.0
5335.862708091736,4412.763538360596,116.671,4735.862708091736,4012.7635383605957,600.0,400.0
5361.35413646698,4412.763538360596,117.972,5061.35413646698,4012.7635383605957,300.0,400.0
6249.8336362838745,4935.304253101349,127.772,5549.8336362838745,4735.304253101349,700.0,200.0
6573.896911144257,4935.304253101349,127.869,6073.896911144257,4735.304253101349,500.0,200.0
7192.848138809204,5090.70903301239,138.574,6592.848138809204,5190.70903301239,600.0,-100.0
7453.302888870239,4990.70903301239,142.675,6953.302888870239,5190.70903301239,500.0,-200.0
7952.281169891357,4890.70903301239,151.771,7352.281169891357,5190.70903301239,600.0,-300.0
7852.281169891357,4790.70903301239,154.871,7352.281169891357,5190.70903301239,500.0,-400.0
7852.281169891357,4790.70903301239,158.172,7352.281169891357,5190.70903301239,500.0,-400.0
7886.907024383545,4702.680900096893,162.072,7686.907024383545,4702.680900096893,200.0,0.0
7886.907024383545,4702.680900096893,163.474,7686.907024383545,4702.680900096893,200.0,0.0
7886.907024383545,4702.680900096893,163.769,7686.907024383545,4702.680900096893,200.0,-0.0
7786.907024383545,4602.680900096893,165.472,7686.907024383545,4702.680900096893,100.0,-100.0
